學校代碼,校名,校系科組學程代碼,系名,招生群（類）別
112,國立高雄餐旅大學,112003,餐旅暨會展行銷管理系,09 商業與管理群
112,國立高雄餐旅大學,112004,餐旅暨會展行銷管理系,17 餐旅群
112,國立高雄餐旅大學,112005,旅運管理系,17 餐旅群
112,國立高雄餐旅大學,112006,航空暨運輸服務管理系,17 餐旅群
112,國立高雄餐旅大學,112007,休閒暨遊憩管理系,09 商業與管理群
112,國立高雄餐旅大學,112008,休閒暨遊憩管理系,17 餐旅群
112,國立高雄餐旅大學,112009,西餐廚藝系,17 餐旅群
112,國立高雄餐旅大學,112010,烘焙管理系,11 食品群
112,國立高雄餐旅大學,112011,烘焙管理系,17 餐旅群
112,國立高雄餐旅大學,112012,中餐廚藝系,17 餐旅群
112,國立高雄餐旅大學,112013,應用英語系,15 外語群英語類
112,國立高雄餐旅大學,112014,應用英語系,17 餐旅群
112,國立高雄餐旅大學,112015,應用日語系,16 外語群日語類
112,國立高雄餐旅大學,112016,國際觀光學士學位學程,17 餐旅群
112,國立高雄餐旅大學,112017,國際廚藝學士學位學程,17 餐旅群
112,國立高雄餐旅大學,112018,休閒暨遊憩管理系,15 外語群英語類
112,國立高雄餐旅大學,112019,餐旅暨會展行銷管理系,15 外語群英語類
112,國立高雄餐旅大學,112020,應用日語系,17 餐旅群
113,國立臺中科技大學,113001,國際貿易與經營系,09 商業與管理群
113,國立臺中科技大學,113002,國際貿易與經營系,15 外語群英語類
113,國立臺中科技大學,113003,財政稅務系,09 商業與管理群
113,國立臺中科技大學,113004,財務金融系,09 商業與管理群
113,國立臺中科技大學,113005,會計資訊系,09 商業與管理群
113,國立臺中科技大學,113006,多媒體設計系,04 電機與電子群資電類
113,國立臺中科技大學,113007,多媒體設計系,21 資管類
113,國立臺中科技大學,113008,多媒體設計系,07 設計群
113,國立臺中科技大學,113009,室內設計系,07 設計群
113,國立臺中科技大學,113010,室內設計系,06 土木與建築群
113,國立臺中科技大學,113011,商業設計系,07 設計群
113,國立臺中科技大學,113012,商業設計系,20 藝術群影視類
113,國立臺中科技大學,113013,資訊管理系,21 資管類
113,國立臺中科技大學,113014,資訊管理系,08 工程與管理類
113,國立臺中科技大學,113015,資訊工程系,21 資管類
113,國立臺中科技大學,113016,資訊工程系,04 電機與電子群資電類
113,國立臺中科技大學,113017,資訊工程系,09 商業與管理群
113,國立臺中科技大學,113018,流通管理系,09 商業與管理群
113,國立臺中科技大學,113019,應用統計系,21 資管類
113,國立臺中科技大學,113020,休閒事業經營系,09 商業與管理群
113,國立臺中科技大學,113021,休閒事業經營系,17 餐旅群
113,國立臺中科技大學,113022,保險金融管理系,09 商業與管理群
113,國立臺中科技大學,113023,保險金融管理系,15 外語群英語類
113,國立臺中科技大學,113024,企業管理系,09 商業與管理群
113,國立臺中科技大學,113025,企業管理系,15 外語群英語類
113,國立臺中科技大學,113026,應用英語系,15 外語群英語類
113,國立臺中科技大學,113027,應用英語系,09 商業與管理群
113,國立臺中科技大學,113028,應用日語系,16 外語群日語類
113,國立臺中科技大學,113029,應用日語系,09 商業與管理群
113,國立臺中科技大學,113030,應用中文系,09 商業與管理群
113,國立臺中科技大學,113031,應用中文系,15 外語群英語類
113,國立臺中科技大學,113032,應用中文系,07 設計群
113,國立臺中科技大學,113033,護理系,10 衛生與護理類
113,國立臺中科技大學,113034,護理系,12 家政群幼保類
113,國立臺中科技大學,113035,美容系,13 家政群生活應用類
113,國立臺中科技大學,113036,老人服務事業管理系,09 商業與管理群
113,國立臺中科技大學,113037,老人服務事業管理系,10 衛生與護理類
113,國立臺中科技大學,113038,老人服務事業管理系,12 家政群幼保類
113,國立臺中科技大學,113039,人工智慧應用工程 學士學位學程,04 電機與電子群資電類
113,國立臺中科技大學,113040,人工智慧應用工程 學士學位學程,03 電機與電子群電機類
113,國立臺中科技大學,113041,人工智慧應用工程 學士學位學程,21 資管類
113,國立臺中科技大學,113042,智慧生產工程系,02 動力機械群
113,國立臺中科技大學,113043,智慧生產工程系,04 電機與電子群資電類
113,國立臺中科技大學,113044,智慧生產工程系,09 商業與管理群
114,國立臺北商業大學,114001,會計資訊系（臺北校區）,09 商業與管理群
114,國立臺北商業大學,114002,財務金融系（臺北校區）,09 商業與管理群
114,國立臺北商業大學,114003,財政稅務系（臺北校區）,09 商業與管理群
114,國立臺北商業大學,114004,國際商務系（臺北校區）,09 商業與管理群
114,國立臺北商業大學,114005,國際商務系（臺北校區）,15 外語群英語類
114,國立臺北商業大學,114006,企業管理系（臺北校區）,09 商業與管理群
114,國立臺北商業大學,114007,資訊管理系（臺北校區）,21 資管類
114,國立臺北商業大學,114008,資訊管理系（臺北校區）,04 電機與電子群資電類
114,國立臺北商業大學,114009,應用外語系（臺北校區）,15 外語群英語類
114,國立臺北商業大學,114010,創意科技與產品設計系（桃園校區）,04 電機與電子群資電類
114,國立臺北商業大學,114011,創意科技與產品設計系（桃園校區）,07 設計群
114,國立臺北商業大學,114012,創意科技與產品設計系（桃園校區）,01 機械群
114,國立臺北商業大學,114013,商業設計管理系（桃園校區）,09 商業與管理群
114,國立臺北商業大學,114014,商業設計管理系（桃園校區）,07 設計群
114,國立臺北商業大學,114015,數位多媒體設計系（桃園校區）,09 商業與管理群
114,國立臺北商業大學,114016,數位多媒體設計系（桃園校區）,07 設計群
201,朝陽科技大學,201001,財務金融系,09 商業與管理群
201,朝陽科技大學,201002,企業管理系,09 商業與管理群
201,朝陽科技大學,201003,保險金融管理系,09 商業與管理群
201,朝陽科技大學,201004,會計系,09 商業與管理群
201,朝陽科技大學,201005,會計系,15 外語群英語類
201,朝陽科技大學,201006,休閒事業管理系,09 商業與管理群
201,朝陽科技大學,201007,休閒事業管理系,15 外語群英語類
201,朝陽科技大學,201008,休閒事業管理系,17 餐旅群
201,朝陽科技大學,201009,行銷與流通管理系,09 商業與管理群
201,朝陽科技大學,201010,行銷與流通管理系,15 外語群英語類
201,朝陽科技大學,201011,行銷與流通管理系,17 餐旅群
201,朝陽科技大學,201012,銀髮產業管理系,09 商業與管理群
201,朝陽科技大學,201013,銀髮產業管理系,12 家政群幼保類
201,朝陽科技大學,201014,營建工程系,01 機械群
201,朝陽科技大學,201015,營建工程系,06 土木與建築群
201,朝陽科技大學,201016,工業工程與管理系,01 機械群
201,朝陽科技大學,201017,工業工程與管理系,08 工程與管理類
201,朝陽科技大學,201018,工業工程與管理系,09 商業與管理群
201,朝陽科技大學,201019,應用化學系,05 化工群
201,朝陽科技大學,201020,環境工程與管理系,01 機械群
201,朝陽科技大學,201021,環境工程與管理系,03 電機與電子群電機類
201,朝陽科技大學,201022,環境工程與管理系,09 商業與管理群
201,朝陽科技大學,201023,建築系建築組,06 土木與建築群
201,朝陽科技大學,201024,建築系建築組,07 設計群
201,朝陽科技大學,201025,建築系室內設計組,07 設計群
201,朝陽科技大學,201026,工業設計系,01 機械群
201,朝陽科技大學,201027,工業設計系,04 電機與電子群資電類
201,朝陽科技大學,201028,工業設計系,07 設計群
201,朝陽科技大學,201029,視覺傳達設計系,07 設計群
201,朝陽科技大學,201030,景觀及都市設計系,07 設計群
201,朝陽科技大學,201031,景觀及都市設計系,14 農業群
201,朝陽科技大學,201032,傳播藝術系,07 設計群
201,朝陽科技大學,201033,傳播藝術系,09 商業與管理群
201,朝陽科技大學,201034,傳播藝術系,20 藝術群影視類
201,朝陽科技大學,201035,應用英語系,15 外語群英語類
201,朝陽科技大學,201036,幼兒保育系,09 商業與管理群
201,朝陽科技大學,201037,幼兒保育系,12 家政群幼保類
201,朝陽科技大學,201038,幼兒保育系,13 家政群生活應用類
201,朝陽科技大學,201039,社會工作系,09 商業與管理群
201,朝陽科技大學,201040,社會工作系,12 家政群幼保類
201,朝陽科技大學,201041,社會工作系,17 餐旅群
201,朝陽科技大學,201042,資訊管理系資訊管理組,04 電機與電子群資電類
201,朝陽科技大學,201043,資訊管理系資訊管理組,09 商業與管理群
201,朝陽科技大學,201044,資訊管理系資訊管理組,21 資管類
201,朝陽科技大學,201045,資訊管理系數位多媒體組,07 設計群
201,朝陽科技大學,201046,資訊管理系數位多媒體組,21 資管類
201,朝陽科技大學,201047,資訊工程系資電工程組,03 電機與電子群電機類
201,朝陽科技大學,201048,資訊工程系資電工程組,04 電機與電子群資電類
201,朝陽科技大學,201049,資訊工程系人工智慧組,01 機械群
201,朝陽科技大學,201050,資訊工程系人工智慧組,04 電機與電子群資電類
201,朝陽科技大學,201051,資訊工程系人工智慧組,09 商業與管理群
201,朝陽科技大學,201052,資訊與通訊系,03 電機與電子群電機類
201,朝陽科技大學,201053,資訊與通訊系,04 電機與電子群資電類
201,朝陽科技大學,201054,航空機械系,01 機械群
201,朝陽科技大學,201055,航空機械系,02 動力機械群
201,朝陽科技大學,201056,飛行與民航人員技術系,01 機械群
201,朝陽科技大學,201057,飛行與民航人員技術系,03 電機與電子群電機類
201,朝陽科技大學,201058,飛行與民航人員技術系,09 商業與管理群
202,南臺科技大學,202001,機械工程系自動化控制組,01 機械群
202,南臺科技大學,202002,機械工程系自動化控制組,02 動力機械群
202,南臺科技大學,202003,機械工程系微奈米技術組,01 機械群
202,南臺科技大學,202004,機械工程系先進車輛組,01 機械群
202,南臺科技大學,202005,機械工程系先進車輛組,02 動力機械群
202,南臺科技大學,202006,電機工程系控制與晶片組,03 電機與電子群電機類
202,南臺科技大學,202007,電機工程系控制與晶片組,04 電機與電子群資電類
202,南臺科技大學,202008,電機工程系生醫電子系統組,03 電機與電子群電機類
202,南臺科技大學,202009,電機工程系生醫電子系統組,04 電機與電子群資電類
202,南臺科技大學,202010,電機工程系電能資訊組,03 電機與電子群電機類
